id,finding,title
1541,br128_malformed_status,BR-128 shows status 'Done(Resolvedbydec8d1f)' in the open-brief list — a resolved brief whose malformed status keeps it counted as open
1542,brief_id_collision,"BR-001 exists concurrently in hadir-system, attendance_app and (as a closed gap suggestion) fifty_eco_system — brief ids are only project-unique, so any cross-project citation is ambiguous"
1543,partial_sweep_class_promote,"Six recent learnings all describe the same partial-sweep defect — the 'correct one occurrence, miss its siblings' class is now the most frequent failure and warrants a standing check rather than another learning"
1544,false_success_class_promote,Four mbrgea-ai learnings independently found green checks that verified nothing — the suite's trustworthiness is itself the open question
1545,blob_push_drop,BLOB-typed brief_files.content is dropped from every brain push while the push reports success — prior pushes may have silently lost brief attachments
1547,feco_abandoned,"fifty_eco_system has 34 open briefs and 178-day-stale updates with zero repo activity in 174 days — decide whether to archive the project or restart it, rather than triaging briefs one at a time"
1548,queue_flood_stalled_gap,The suggestion queue is 60 items of which ~57 are mechanical per-brief 'stalled'/'gap' rows from two modules on one project — the stalled and gap modules need per-project aggregation before they drown real signal
1550,partial_sweep_class_promote,"Partial-sweep corrections are this project's most frequent defect by its own accounting, and three later learnings repeat the same failure — the sweep discipline should be promoted into project guidelines rather than re-learned"
1553,lifeos_dark,"lifeOS carries 14 open briefs including a P0 accessibility regression and eight P1 bugs, but has zero learnings and no recorded activity — the project is accumulating defects with no knowledge capture at all"
1554,fr054_split_parent_open,FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest
1555,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity in 177 days — decide whether to formally pause the project instead of leaving 30+ stall alerts accruing
1556,queue_flood_stalled_gap,"The stalled + gap modules emit one suggestion per brief, so 69 of 69 open suggestions are two mechanical checks over a single dormant project — collapse them to per-project rollups before the queue becomes unreadable"
1557,EXCLUDED,"lifeOS carries 14 open briefs including a P0 accessibility regression (BR-023) and 7 P1 bugs, all untouched for ~123 days, yet the project has produced zero learnings and no suggestion has ever been raised for it"
1558,false_success_class_promote,A single defect class — a check or push that reports success without having checked — now spans at least five separate learnings across igris-ai and mbrgea-ai; it warrants a shared guard rather than another per-incident learning
1559,partial_sweep_class_promote,Six learnings restate one rule — sweep a claim class occurrence-granular across all siblings before closing — and it is still being re-learned rather than enforced
1561,feco_unchecked_ac,"27 briefs are marked Done with unchecked acceptance criteria in one project, and a sibling learning shows the AC parser fails open — the gap suggestions may be a parser artifact, not 27 real gaps"
1562,br128_malformed_status,BR-128 is recorded as Done (resolved by dec8d1f) yet still counts as an open brief in the digest — closed briefs are not leaving the open set
1563,zero_learnings_projects,"Four projects with open briefs have never recorded a learning — attendance_app, lifeOS, hadir-system and moca-hr-agent are executing without any knowledge capture"
1565,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity in 177 days — decide whether to archive the project or schedule a deliberate revival sprint
1566,queue_flood_stalled_gap,The stalled + gap detectors emitted 60+ near-identical suggestions from one dormant project — add per-project rollup/caps before the review queue becomes unreadable
1567,feco_unchecked_ac,"27 fifty_eco_system briefs were marked Done with unchecked acceptance criteria — the closing ritual does not enforce the AC gate, so 'Done' carries no verification signal here"
1568,fr054_split_parent_open,"FR-054 still sits in open_briefs with status 'Split (see FR-061, FR-062, FR-063)' after 180 days — a split parent should be closed, not left counting against open work"
1569,lifeos_dark,"lifeOS has 14 open briefs — including a P0-Critical a11y regression (BR-023) — but zero learnings and no recorded activity, suggesting the project was filed and never worked"
1572,backlog_vs_activity_mismatch,All 40 recent commits belong to the MOCA/HR agent line while 8 projects holding 190+ open briefs show no recent activity — the open-brief backlog no longer reflects where work happens
1573,feco_abandoned,fifty_eco_system holds 34 open briefs with zero activity for 178 days — decide whether to archive/park the project rather than triage 30 stalled briefs one by one
1574,br023_p0_unattended,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 123 days with no project activity recorded
1575,fr054_split_parent_open,"FR-054 is still counted as an open brief despite status 'Split (see FR-061, FR-062, FR-063)' — it should be closed so the split children carry the work"
1576,br128_malformed_status,BR-128's status is the malformed literal 'Done(Resolvedbydec8d1f)' — whitespace-stripped text in a status field means status parsing/writing is lossy somewhere
1577,feco_unchecked_ac,"27 queued 'Done but unchecked acceptance criteria' suggestions all land on one project — learning 1368 says the AC parser fails open on heading variants, so investigate the parser instead of the 27 briefs"
1578,hadir_slug_fragmentation,"Four near-duplicate Hadir projects (hadir, hadir-system, fya-hadir-app, moca-hadir-app) each carry open briefs — likely one product split across four brain slices"
1579,zero_learnings_projects,"The four projects with the most open briefs outside igris-ai/mbrgea-ai (fifty-dev 61, lifeOS 14, hero-lab 18, attendance_app 4) have captured almost no learnings — knowledge is only being harvested where the operator already lives"
1589,brief_id_collision,Brief IDs collide across projects (BR-001 open in hadir-system and attendance_app; BR-027/BR-028 in both hadir and lifeOS) — any cross-project reference or suggestion citing a bare id is ambiguous
1590,br128_malformed_status,BR-128 shows status 'Done(Resolvedbydec8d1f)' yet still appears in open_briefs — the status parser is not recognising Done when a resolution suffix is appended
1591,fr054_split_parent_open,"FR-054 is marked 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief after 181 days — split parents should be terminal, not open"
1592,ac_parser_fail_open,Learning 1368 says the TD-325 acceptance-criteria parser matches only the literal 'Acceptance Criteria' and fails open — that is likely the same root cause behind the 27 queued 'Done but unchecked AC' gap suggestions
1594,EXCLUDED,"fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project"
1595,lifeos_stalled_undetected,lifeOS has 14 open briefs untouched for ~124 days — including a P0-Critical a11y regression (BR-023) — yet zero of them appear in the stalled queue
1596,zero_learnings_projects,"Four active projects with open briefs (lifeOS 14, attendance_app 4, hadir-system 1, moca-hr-agent 1) have zero learnings and null activity — work is either happening outside the brain or these are dead entries"
1598,EXCLUDED,"Two open learnings describe brain pushes that report success while dropping rows (BLOB brief_files.content, and watermarks advanced for unpushed tables) — the brain may be missing data no one has noticed"
1599,feco_abandoned,fifty_eco_system has 34 open briefs and no activity for 178 days — decide whether to revive or shelve the project instead of triaging 30 individual stall alerts
1600,br023_p0_unattended,"lifeOS BR-023 is P0-Critical and has sat In Progress for 123 days, with 13 more P1/P2 briefs behind it and no alert in the queue"
1601,fr054_split_parent_open,FR-054 is still counted open although its status says it was split into FR-061/062/063 — close it so the open-brief count reflects real work
1602,br128_malformed_status,"BR-128 shows status 'Done(Resolvedbydec8d1f)' — whitespace-stripped and still listed as open, suggesting the status field is free text the open-brief filter cannot read"
1604,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity for 178 days — decide whether to archive the project or schedule a triage sweep
1605,queue_flood_stalled_gap,29 of the 33 queued 'stalled' suggestions are the same finding about one dormant project — the stalled module needs per-project aggregation before it buries higher-signal findings
1606,feco_unchecked_ac,27 briefs closed as Done with unticked acceptance criteria predate the new closing-commit gate — confirm the gate is active for this project or backfill the criteria
1607,ac_parser_fail_open,The acceptance-criteria parser fail-open found in mbrgea-ai (L1368) likely affects the same shared brain code that igris-ai's new closing-commit gate depends on
1608,lifeos_dark,"lifeOS holds a P0-Critical accessibility regression plus 13 other open briefs, has zero learnings, and reports no recorded activity at all"
1609,fr054_split_parent_open,"FR-054 has status 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief 181 days on — split parents should close, not linger"
1611,feco_abandoned,"fifty_eco_system holds 34 open briefs but has had zero activity for 179 days — decide whether to archive the project or re-commit to it, rather than triaging its briefs one at a time"
1612,queue_flood_stalled_gap,The stalled/gap modules have queued ~60 near-identical suggestions for a single dormant project — add per-project rollup or a dormancy suppression rule before the review queue becomes unreadable
1613,feco_unchecked_ac,"27 briefs are Done with unchecked acceptance criteria while learning 1368 reports the AC-parser fails open on heading variants — the backlog may be a parser artifact, not 27 real gaps"
1616,fr054_split_parent_open,"FR-054 is still listed as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count"
1619,feco_abandoned,"fifty_eco_system holds 34 open briefs but has had zero activity for 179 days — decide whether to archive the project or re-scope it, rather than triaging 30 stalled-brief suggestions individually"
1620,queue_flood_stalled_gap,"The suggestion queue is 69 items and ~97% is two mechanical modules (stalled, gap) firing on one dormant project — add a per-project cap or dormancy filter before the queue becomes unreadable"
1621,br023_p0_unattended,"BR-023 is lifeOS's only P0-Critical brief, has sat In Progress for 124 days, and the project has zero recorded learnings — no one is working it"
1622,hadir_slug_fragmentation,"The Moca/Hadir attendance work is split across five project slugs (attendance_app, hadir, hadir-system, fya-hadir-app, moca-hadir-app) with overlapping rebrand and UI briefs — consolidate the slugs before more briefs fork"
1626,br128_malformed_status,"BR-128 shows status 'Done(Resolvedbydec8d1f)' — a whitespace-stripped free-text status that a Done-state parser will not match, and it is still counted as an open brief"
1627,zero_learnings_projects,Learnings are concentrated in three projects while eight active projects with open briefs have recorded none — the harvest habit is not running outside the top repos
1628,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity for 180 days — decide whether to archive the project or schedule a revival sprint
1629,br023_p0_unattended,BR-023 is the only P0-Critical brief in the brain and it has sat In Progress for 125 days with no stalled-suggestion raised
1630,stalled_detector_gap,"The stalled-brief detector only fires for fifty_eco_system and attendance_app, missing 14 lifeOS and 4 hadir/hadir-system briefs idle 118-167 days"
1631,fr054_split_parent_open,"FR-054 has been parked in a non-standard 'Split (see FR-061, FR-062, FR-063)' status for 183 days and should be closed out"
1632,br128_malformed_status,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix
1633,feco_unchecked_ac,"27 fifty_eco_system briefs were closed with unchecked acceptance criteria — treat as one process failure, not 27 separate reviews"
1648,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity for 180 days — decide whether to archive the project or schedule a deliberate revival
1649,lifeos_dark,lifeOS carries 14 open briefs — including a P0 a11y regression (BR-023) and eight P1 bugs — untouched for ~126 days with no learnings ever captured
1650,fr054_split_parent_open,"FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — close it so the split children are the only live work"
1651,br128_malformed_status,"BR-128's status is the unparseable literal 'Done(Resolvedbydec8d1f)' — a resolution note collapsed into the status field, so a Done brief is still listed as open"
1652,feco_unchecked_ac,"27 queued 'Done but unchecked acceptance criteria' suggestions are one process gap, not 27 findings — the AC gate (commit 03adca2) landed after these briefs closed"
1653,false_success_class_promote,Six recent 'mistake' learnings all describe the same failure — a claim written before it was measured — which now has an obligation (f578dd2) but no validator
1654,hadir_slug_fragmentation,Four separate Hadir/attendance projects hold overlapping open briefs on the same MOCA rebrand — confirm they are distinct products before more parallel UI work
1655,feco_abandoned,"fifty_eco_system holds 34 open briefs but has had zero activity for 180 days — decide whether to archive the project or re-scope it, rather than triaging 30 stalled-brief suggestions one at a time"
1656,queue_flood_stalled_gap,The suggestion queue is 69 items of which ~57 are mechanical stalled/gap rows from a single dormant project — add a per-project cap or dormancy filter to the stalled and gap modules before they drown real findings
1657,br023_p0_unattended,"BR-023 is lifeOS's only P0-Critical brief, In Progress and untouched for 125 days, and sits under 13 sibling briefs — the a11y role regression likely explains several of them"
1658,fr054_split_parent_open,"FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, and none of its three children appear in the digest"
1660,zero_learnings_projects,"Four active projects carry 19 open briefs between them and zero learnings — nothing from lifeOS, attendance_app, hadir-system or moca-hr-agent has ever been harvested into the brain"
1661,hadir_slug_fragmentation,Three near-identical hadir slugs and four moca slugs are tracked as separate projects — likely the same directory-to-project confusion the recent brain fixes were written for
1662,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity for 180 days — decide whether to archive the project or schedule a dedicated cleanup pass
1663,queue_flood_stalled_gap,The stalled+gap modules emitted ~60 near-identical suggestions all for fifty_eco_system — add per-project rollup or a dormancy suppression rule so real signal isn't buried
1664,feco_unchecked_ac,"27 briefs marked Done with unchecked acceptance criteria points at a broken completion gate, not 27 separate oversights — verify the AC parser isn't failing open here"
1665,br023_p0_unattended,lifeOS BR-023 is P0-Critical and has sat In Progress for 125 days with no stalled suggestion ever raised for it
1668,attendance_app_zero_learnings,"attendance_app has 4 open briefs and a large body of matching commits, but null recorded activity and zero learnings — brain tracking appears disconnected from the repo"
1669,fr054_split_parent_open,"FR-054 has been sitting in the non-terminal status 'Split (see FR-061, FR-062, FR-063)' for 183 days — close it or restore it to a real status"
1670,feco_abandoned,"fifty_eco_system holds 34 open briefs but has had zero activity for 184 days — decide whether to revive, descope, or archive the whole project rather than triaging 30 stalled briefs one by one"
1671,queue_flood_stalled_gap,"The stalled + gap modules have queued ~60 near-identical suggestions, 55 of them for one dormant project — add per-project rollup/caps so the review queue stays readable"
1672,feco_unchecked_ac,"27 fifty_eco_system briefs were marked Done with unticked acceptance criteria — the commit 03adca2 gate that refuses this landed after them, so a one-off backfill audit is needed"
1673,fr054_split_parent_open,"FR-054 has sat open in status 'Split (see FR-061, FR-062, FR-063)' for 187 days — a split parent should be closed once its children exist"
1674,lifeos_dark,lifeOS has 14 briefs including a P0-Critical accessibility regression (BR-023) untouched for 129 days and no recorded project activity
1677,hadir_slug_fragmentation,"Overlapping Hadir project slugs (hadir, hadir-system, fya-hadir-app, moca-hadir-app) each hold open briefs — likely one product tracked under four brain identities"
1678,feco_abandoned,"fifty_eco_system holds 34 open briefs but has had zero activity for 184 days — decide whether to archive the project or re-commit to it, rather than triaging 30 stalled-brief suggestions one by one"
1679,queue_flood_stalled_gap,"The stalled/gap modules emit one suggestion per brief — 69 queued items are ~3 findings, and the queue will drown any new signal until they are collapsed"
1680,feco_unchecked_ac,"27 fifty_eco_system briefs are Done with unchecked acceptance criteria — the same failure mode learning 1368 measured in mbrgea-ai (a fail-open AC parser), so check the parser before re-auditing the briefs"
1681,lifeos_dark,"lifeOS has 14 open briefs including a P0-Critical a11y regression untouched for 129 days, zero captured learnings, and no recorded activity — it is running dark"
1685,attendance_app_in_progress_stuck,attendance_app carries 4 P1-High briefs (three of them In Progress) but has 0 learnings and no recorded activity date — either the work is not being tracked or the briefs are stale
1686,feco_abandoned,fifty_eco_system has 34 open briefs but zero activity for 185 days — decide whether to archive the project or schedule a deliberate revival sprint
1687,br023_p0_unattended,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 130 days with no activity record
1688,EXCLUDED,"14 lifeOS briefs (BR-023 to BR-036) all froze at 130-131 days — a whole QA sweep was filed and never worked, and the stalled detector never flagged it"
1690,queue_flood_stalled_gap,The review queue is 98% single-project mechanical notices (34 'stalled' + 27 'Done with unchecked AC') — collapse them into two batch items so real findings are visible
1691,feco_unchecked_ac,"27 fifty_eco_system briefs are marked Done with unchecked acceptance criteria — the Done transition is not gated, matching the parser fail-open defect already learned in mbrgea-ai"
1692,zero_learnings_projects,"Four active projects carry 53 open briefs between them and zero recorded learnings — attendance_app, lifeOS, hadir-system, and moca-hr-agent are producing no institutional memory"
1693,fr054_split_parent_open,"igris-ai FR-054 is still listed open at status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left as a P1-High open brief"
1694,br128_malformed_status,BR-128 shows status 'Done(Resolvedbydec8d1f)' — whitespace-stripped status strings will not match any status filter and corrupt open-brief counts
1696,feco_abandoned,fifty_eco_system holds 33 open briefs with zero activity for 185 days — the whole backlog is stale and needs a bulk triage or archive decision
1697,br023_p0_unattended,"BR-023, the only P0-Critical brief in the system, has been 'In Progress' for 130 days with no lifeOS activity recorded at all"
1698,zero_learnings_projects,"Four projects with open briefs (lifeOS 14, attendance_app 4, hadir-system 1, moca-hr-agent 1) have zero learnings and null activity — work is being briefed but never executed or never harvested"
1701,lifeos_priority_not_discriminating,Nine of lifeOS's fourteen open briefs are P1-High and all sit at 132 days — the priority field carries no ordering information
1703,hadir_slug_fragmentation,"Three overlapping Hadir project slugs (hadir, hadir-system, fya-hadir-app) split 5 open briefs and 16 learnings across what may be one product"
1705,brief_id_collision,"Brief ids collide across projects — BR-001 exists in both hadir-system and attendance_app, and BR-027/BR-028 exist in both hadir and lifeOS, so any id-only reference is ambiguous"
1706,lifeos_batch_sweep_stalled,lifeOS's 14 open briefs were all filed in one 132-day-old burst (BR-023..BR-036) and none has been touched since — this looks like a single QA sweep dumped as briefs and then abandoned
1787,igris_backlog_size,igris-ai carries 163 open briefs and 602 learnings but its only digest-visible briefs are three P3/P2 research items and one Deferred debt item — the tracked backlog does not describe what the repo is actually doing
1789,attendance_app_in_progress_stuck,"attendance_app has three briefs stuck 'In Progress' for 169 days (BR-002, BR-003, BR-004) with zero recorded activity and zero learnings — In Progress is being used as a filing state, not a work state"
1790,attendance_app_br003_before_br002,BR-003 'Polish Moca Rebrand to 100% Accuracy' is In Progress alongside its own prerequisite BR-002 'Rebrand Attendance App to Moca Design' — a polish brief opened before the thing it polishes exists
1796,edge_inference_flood,44 of the 60 open suggestions are auto-generated edge_inference proposals about learnings 6–944 — they crowd out every human-actionable suggestion in the review queue and should be batch-applied or routed off the main queue
1797,feco_in_progress_stuck,"Three fifty_eco_system briefs sit 'In Progress' for 189 days (BR-074, BR-076, TD-004) — work was started and abandoned mid-flight, which is worse than a stale Ready backlog"
1798,attendance_app_in_progress_stuck,attendance_app has 3 P1 briefs 'In Progress' for 169 days with zero recorded activity and zero learnings — the project may never have been started despite the status
1799,attendance_app_br003_before_br002,BR-003 'Polish Moca Rebrand to 100% Accuracy' is In Progress alongside its own prerequisite BR-002 'Rebrand Attendance App to Moca Design' — the polish brief cannot legitimately be in flight before the rebrand lands
1800,igris_backlog_size,"igris-ai carries 163 open briefs and 602 learnings — the largest backlog in the system by 2.6x, and large enough that the open set can no longer function as a work queue"
1801,edge_inference_flood,"44 of the 60 open suggestions are low-value edge_inference rows — the operator's review queue is 73% noise, which will bury the 16 substantive findings"
1804,feco_in_progress_stuck,Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them
1805,attendance_app_in_progress_stuck,All four attendance_app briefs are P1-High and three are 'In Progress' at 170 days with the project reporting null activity — the app has no recorded execution at all
1806,attendance_app_br003_before_br002,BR-003 'Polish Moca Rebrand to 100% Accuracy' is open in parallel with its unfinished parent BR-002 'Rebrand Attendance App to Moca Design' — a follow-up brief filed before the work it polishes exists
1809,edge_inference_flood,44 of the 60 queued suggestions are auto-generated single-edge inferences — the edge_inference module is drowning the review queue and should batch or auto-apply below a threshold
1810,attendance_app_in_progress_stuck,"Three attendance_app briefs (BR-002, BR-003, BR-004) sit 'In Progress' for 170 days with zero recorded activity and zero learnings — nothing was ever actually started or the work never reached the brain"
1812,feco_in_progress_stuck,"Six fifty_eco_system items are parked 'In Progress' (BR-074, BR-076, TD-004, TD-006, TD-007, TS-003) — abandoned mid-flight work that will be silently lost in any bulk backlog triage"
1814,igris_backlog_size,igris-ai carries 165 open briefs and 602 learnings — by far the largest backlog in the system and roughly 2.5x the next project — with no evidence of any closure or archive rhythm
1815,edge_inference_flood,44 of the 60 open suggestions are auto-generated edge_inference rows (ids 1712-1755) — they drown the 16 substantive findings and should be batch-applied or routed out of the operator queue
1816,attendance_app_in_progress_stuck,attendance_app has three briefs stuck 'In Progress' for 170 days with zero learnings and no recorded activity — work was started and silently dropped mid-flight
1821,feco_abandoned,"fifty_eco_system has 33 open briefs but only 7 learnings in 187 days — the project consumes brief-writing effort and returns almost no knowledge, which is the strongest single argument for archiving it outright"
1823,igris_backlog_size,"igris-ai carries 166 open briefs while shipping daily — at the observed harvest rate the backlog is write-only, and the same containment/verification themes keep recurring as fresh learnings instead of closing briefs"
1824,brief_throughput_metric,"No project tracks briefs-closed-per-week, so a 166-brief backlog and a 0-brief backlog look identical in the digest — add a brief throughput field before any bulk-triage decision"
1826,br023_root_cause_of_siblings,"lifeOS BR-023 (P0-Critical a11y regression) is the root cause of at least three other open lifeOS briefs (BR-030, BR-031, BR-035) — they are one accessibility-tree defect filed as four, and fixing BR-023 likely closes the rest"
1829,attendance_app_in_progress_stuck,"attendance_app has three briefs stuck 'In Progress' for 171 days with zero learnings and null activity — in-progress state is being used as a parking status, which makes the WIP count meaningless system-wide"
1830,igris_backlog_size,"igris-ai carries 166 open briefs and 612 learnings with activity today — the two largest active projects (igris-ai, mbrgea-ai: 230 open briefs combined) have no visible closure rate, so backlog size is tracking effort spent rather than work remaining"
1879,l1509_feco_status_audit,"Learning 1509 ('a Done brief can silently flip back to Ready with no brief event') plus the brief-disk-projection and status-sync-clobber commits suggest some of the 191-day 'Ready' fifty_eco_system briefs may be silently-reverted completed work, not real backlog"
1880,edge_inference_flood,"The digest's own edge_inference module emitted 44 of 60 open suggestions as one-line 'inferred edge' rows over learnings 6–1447, drowning the 17 substantive findings — the subconscious queue needs the same dedup/batching treatment commit 6d077a1 applied to findings"
1884,feco_in_progress_stuck,"Three fifty_eco_system tech-debt briefs (TD-004, TD-006, TD-007) are 'In Progress' with 191 days of no activity — 'In Progress' has stopped meaning anything and should be reset to Ready or archived"
1887,l1509_fix_traceability,"Learning 1509 documents a Done brief silently flipping back to Ready, and commit e7435d0 guards exactly that — but nothing in the digest links the fix to the learning or to a brief"
1888,edge_inference_flood,44 of 60 open suggestions are low-value edge_inference rows — they crowd out substantive findings in the review queue and should be batched or auto-applied rather than queued individually
