id_a,id_b,entity_key,score,title_a,title_b,label
1274,1308,project:igris-ai,0.2273,"FR-054's status is the free-text 'Split (see FR-061, FR-062, FR-063)' — a split brief has no terminal state, so it counts as open forever","FR-054 is still counted as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left in the open queue",SAME
1274,1493,project:igris-ai,0.2273,"FR-054's status is the free-text 'Split (see FR-061, FR-062, FR-063)' — a split brief has no terminal state, so it counts as open forever","FR-054 is still counted as open despite status 'Split (see FR-061, FR-062, FR-063)' — close it so the successors are the only live records",SAME
1274,1693,project:igris-ai,0.2273,"FR-054's status is the free-text 'Split (see FR-061, FR-062, FR-063)' — a split brief has no terminal state, so it counts as open forever","igris-ai FR-054 is still listed open at status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left as a P1-High open brief",SAME
1304,1540,project:igris-ai,0.2273,"FR-054 sits in a non-canonical status 'Split (see FR-061, FR-062, FR-063)' that the new status vocabulary normalization does not cover","FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string",SAME
1323,1454,project:lifeos,0.2273,BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 109 days with no stalled-suggestion coverage,BR-023 is a P0-Critical accessibility regression sitting In Progress for 117 days with no learnings ever recorded for lifeOS,SAME
1454,1629,project:lifeos,0.2273,BR-023 is a P0-Critical accessibility regression sitting In Progress for 117 days with no learnings ever recorded for lifeOS,BR-023 is the only P0-Critical brief in the brain and it has sat In Progress for 125 days with no stalled-suggestion raised,SAME
1529,1591,project:igris-ai,0.2273,"FR-054 is still counted as open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal split state is being tracked as live work","FR-054 is marked 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief after 181 days — split parents should be terminal, not open",SAME
1529,1693,project:igris-ai,0.2273,"FR-054 is still counted as open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal split state is being tracked as live work","igris-ai FR-054 is still listed open at status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left as a P1-High open brief",SAME
1540,1591,project:igris-ai,0.2273,"FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string","FR-054 is marked 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief after 181 days — split parents should be terminal, not open",SAME
1540,1669,project:igris-ai,0.2273,"FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string","FR-054 has been sitting in the non-terminal status 'Split (see FR-061, FR-062, FR-063)' for 183 days — close it or restore it to a real status",SAME
1540,1693,project:igris-ai,0.2273,"FR-054 is still counted open with status 'Split (see FR-061, FR-062, FR-063)' — a terminal state wearing a non-vocabulary status string","igris-ai FR-054 is still listed open at status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left as a P1-High open brief",SAME
1541,1632,project:fifty_eco_system,0.2273,BR-128 shows status 'Done(Resolvedbydec8d1f)' in the open-brief list — a resolved brief whose malformed status keeps it counted as open,BR-128 is listed among open briefs despite status 'Done(Resolvedbydec8d1f)' — the status parser is not recognising the resolution suffix,SAME
1270,1305,project:fifty_eco_system,0.2258,"fifty_eco_system (34 open briefs, 0 learnings) and fifty-eco-system (0 open briefs, 7 learnings) are the same project split across two slugs, so harvest and recall never meet","fifty_eco_system has 34 open briefs all frozen at 166/146 days and zero recorded learnings — decide whether the project is paused, or bulk-close it",DIFFERENT
1272,1414,project:fifty_eco_system,0.2258,All 34 fifty_eco_system briefs are 143-163 days untouched with no project activity — archive or park the project rather than letting it generate suggestions forever,fifty_eco_system holds 34 open briefs but has had zero activity for 171 days — decide whether to archive the project or schedule a real revival sprint,SAME
1272,1535,project:fifty_eco_system,0.2258,All 34 fifty_eco_system briefs are 143-163 days untouched with no project activity — archive or park the project rather than letting it generate suggestions forever,fifty_eco_system holds 34 open briefs but has had zero activity for 174 days — decide whether to archive the project or schedule a dedicated burn-down,SAME
1302,1606,project:fifty_eco_system,0.2258,"Commit 03adca2 now refuses closing commits on unticked criteria, but the 27 already-Done briefs flagged by the gap module were never reconciled",27 briefs closed as Done with unticked acceptance criteria predate the new closing-commit gate — confirm the gate is active for this project or backfill the criteria,SAME
1305,1594,project:fifty_eco_system,0.2258,"fifty_eco_system has 34 open briefs all frozen at 166/146 days and zero recorded learnings — decide whether the project is paused, or bulk-close it","fifty_eco_system is 'active' with 34 open briefs but 178 days without activity — and it accounts for 60 of the 63 queued suggestions, crowding out every other project",EXCLUDED
1312,1606,project:fifty_eco_system,0.2258,"27 briefs marked Done with unchecked acceptance criteria are all in one project — this is a workflow defect in how fifty_eco_system closes briefs, not 27 findings",27 briefs closed as Done with unticked acceptance criteria predate the new closing-commit gate — confirm the gate is active for this project or backfill the criteria,SAME
1313,1555,project:fifty_eco_system,0.2258,"34 open briefs in fifty_eco_system have all sat untouched for 167 days — the project looks abandoned, not backlogged; decide to archive or re-activate it wholesale",fifty_eco_system has 34 open briefs but zero activity in 177 days — decide whether to formally pause the project instead of leaving 30+ stall alerts accruing,SAME
1313,1696,project:fifty_eco_system,0.2258,"34 open briefs in fifty_eco_system have all sat untouched for 167 days — the project looks abandoned, not backlogged; decide to archive or re-activate it wholesale",fifty_eco_system holds 33 open briefs with zero activity for 185 days — the whole backlog is stale and needs a bulk triage or archive decision,SAME
1343,1681,project:lifeos,0.2258,"lifeOS has a P0-Critical a11y regression (BR-023) stalled 110 days behind 13 other briefs, 7 of which are also P1-High — the priority field has stopped discriminating","lifeOS has 14 open briefs including a P0-Critical a11y regression untouched for 129 days, zero captured learnings, and no recorded activity — it is running dark",DIFFERENT
1356,1452,project:fifty_eco_system,0.2258,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,"fifty_eco_system has 34 open briefs and zero activity for 172 days — decide whether to archive the project or schedule a deliberate revival, rather than triaging 30 individual stall alerts",SAME
1394,1453,global,0.2258,"69 open suggestions, 56 of them mechanical stalled/gap rows for a single dormant project — the review queue needs per-project caps or grouping before any new signal can be seen",The suggestion queue is ~90% one project's stall/gap alerts — cap per-project suggestions or the reviewable signal is buried,SAME
1401,1568,project:igris-ai,0.2258,"igris-ai FR-054 has sat in status ""Split (see FR-061, FR-062, FR-063)"" for 173 days — a split parent should be closed, and none of its three children appear anywhere in the digest","FR-054 still sits in open_briefs with status 'Split (see FR-061, FR-062, FR-063)' after 180 days — a split parent should be closed, not left counting against open work",SAME
1404,1446,project:lifeos,0.2258,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 116 days with no learnings ever captured for the project,lifeOS has 14 open briefs including a P0 accessibility regression but zero recorded learnings and no activity timestamp — the project is producing work the brain never captures,DIFFERENT
1404,1569,project:lifeos,0.2258,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 116 days with no learnings ever captured for the project,"lifeOS has 14 open briefs — including a P0-Critical a11y regression (BR-023) — but zero learnings and no recorded activity, suggesting the project was filed and never worked",DIFFERENT
1432,1507,global,0.2258,Suggestion queue is 96% one project — cap per-project stalled/gap suggestions so real cross-project findings aren't buried,The suggestion queue is 69 items of which ~60 are mechanical stalled/gap alerts against one dormant project — raise the stalled-module threshold or scope it to active projects before it drowns real signal,SAME
1432,1536,global,0.2258,Suggestion queue is 96% one project — cap per-project stalled/gap suggestions so real cross-project findings aren't buried,"The stalled+gap modules have flooded the review queue with 69 open suggestions, 96% of them for one dormant project — add per-project caps or roll-ups before the queue becomes unreadable",SAME
1446,1649,project:lifeos,0.2258,lifeOS has 14 open briefs including a P0 accessibility regression but zero recorded learnings and no activity timestamp — the project is producing work the brain never captures,lifeOS carries 14 open briefs — including a P0 a11y regression (BR-023) and eight P1 bugs — untouched for ~126 days with no learnings ever captured,SAME
1453,1536,global,0.2258,The suggestion queue is ~90% one project's stall/gap alerts — cap per-project suggestions or the reviewable signal is buried,"The stalled+gap modules have flooded the review queue with 69 open suggestions, 96% of them for one dormant project — add per-project caps or roll-ups before the queue becomes unreadable",SAME
1460,1672,project:fifty_eco_system,0.2258,"27 briefs marked Done with unchecked acceptance criteria is a process failure, not 27 findings — the Done transition is not gated on criteria","27 fifty_eco_system briefs were marked Done with unticked acceptance criteria — the commit 03adca2 gate that refuses this landed after them, so a one-off backfill audit is needed",SAME
1465,1495,project:lifeos,0.2258,All 14 lifeOS briefs date to a single 117–118 day old QA sweep and the project reports no activity since — the sweep produced briefs but never produced work,lifeOS has 14 open briefs including a P0 accessibility regression but zero learnings and no recorded activity — the brain is capturing nothing from this project,DIFFERENT
1473,1495,project:lifeos,0.2258,lifeOS has 14 briefs untouched for ~119 days — including a P0-Critical a11y regression (BR-023) — yet no stall suggestion has ever been raised for the project,lifeOS has 14 open briefs including a P0 accessibility regression but zero learnings and no recorded activity — the brain is capturing nothing from this project,DIFFERENT
1485,1569,project:lifeos,0.2258,BR-023 is the only P0-Critical brief anywhere in the digest and it has sat In Progress for 118 days with no lifeOS activity recorded at all,"lifeOS has 14 open briefs — including a P0-Critical a11y regression (BR-023) — but zero learnings and no recorded activity, suggesting the project was filed and never worked",DIFFERENT
1502,1608,project:lifeos,0.2258,lifeOS BR-023 is the only P0-Critical brief anywhere in the digest and it has been In Progress for 118 days with 13 sibling P1 bugs behind it and zero recorded learnings for the project,"lifeOS holds a P0-Critical accessibility regression plus 13 other open briefs, has zero learnings, and reports no recorded activity at all",DIFFERENT
1502,1649,project:lifeos,0.2258,lifeOS BR-023 is the only P0-Critical brief anywhere in the digest and it has been In Progress for 118 days with 13 sibling P1 bugs behind it and zero recorded learnings for the project,lifeOS carries 14 open briefs — including a P0 a11y regression (BR-023) and eight P1 bugs — untouched for ~126 days with no learnings ever captured,DIFFERENT
1554,1568,project:igris-ai,0.2258,FR-054 is still listed as an open P1 brief 177 days after being split into FR-061/062/063 — a split parent left open inflates the backlog and none of its children appear in the digest,"FR-054 still sits in open_briefs with status 'Split (see FR-061, FR-062, FR-063)' after 180 days — a split parent should be closed, not left counting against open work",SAME
1555,1696,project:fifty_eco_system,0.2258,fifty_eco_system has 34 open briefs but zero activity in 177 days — decide whether to formally pause the project instead of leaving 30+ stall alerts accruing,fifty_eco_system holds 33 open briefs with zero activity for 185 days — the whole backlog is stale and needs a bulk triage or archive decision,SAME
1797,1812,project:fifty_eco_system,0.2258,"Three fifty_eco_system briefs sit 'In Progress' for 189 days (BR-074, BR-076, TD-004) — work was started and abandoned mid-flight, which is worse than a stale Ready backlog","Six fifty_eco_system items are parked 'In Progress' (BR-074, BR-076, TD-004, TD-006, TD-007, TS-003) — abandoned mid-flight work that will be silently lost in any bulk backlog triage",SAME
1318,1333,project:fifty_eco_system,0.2250,"27 briefs are Done with unchecked acceptance criteria, but a commit gate now refuses exactly this — decide whether the historical backlog gets audited or grandfathered",27 queued 'Done but unchecked acceptance criteria' suggestions are all pre-existing debt from before commit 03adca2 shipped the closing-commit gate — batch-reconcile them rather than triaging one by one,SAME
1458,1559,project:igris-ai,0.2250,Six-plus recent learnings all restate one defect class — partial claim sweeps and checks that report success without checking — and should be promoted into a coding_guidelines rule instead of accumulating as memory,Six learnings restate one rule — sweep a claim class occurrence-granular across all siblings before closing — and it is still being re-learned rather than enforced,EXCLUDED
1459,1550,project:mbrgea-ai,0.2250,"mbrgea-ai learning 1246 names partial claim sweeps as its most frequent defect — the same class igris-ai learned independently, so the rule should be lifted to a global standard","Partial-sweep corrections are this project's most frequent defect by its own accounting, and three later learnings repeat the same failure — the sweep discipline should be promoted into project guidelines rather than re-learned",SAME
1536,1548,global,0.2250,"The stalled+gap modules have flooded the review queue with 69 open suggestions, 96% of them for one dormant project — add per-project caps or roll-ups before the queue becomes unreadable",The suggestion queue is 60 items of which ~57 are mechanical per-brief 'stalled'/'gap' rows from two modules on one project — the stalled and gap modules need per-project aggregation before they drown real signal,SAME
1545,1598,project:mbrgea-ai,0.2250,BLOB-typed brief_files.content is dropped from every brain push while the push reports success — prior pushes may have silently lost brief attachments,"Two open learnings describe brain pushes that report success while dropping rows (BLOB brief_files.content, and watermarks advanced for unpushed tables) — the brain may be missing data no one has noticed",EXCLUDED
1668,1829,project:attendance_app,0.2250,"attendance_app has 4 open briefs and a large body of matching commits, but null recorded activity and zero learnings — brain tracking appears disconnected from the repo","attendance_app has three briefs stuck 'In Progress' for 171 days with zero learnings and null activity — in-progress state is being used as a parking status, which makes the WIP count meaningless system-wide",DIFFERENT
1670,1821,project:fifty_eco_system,0.2250,"fifty_eco_system holds 34 open briefs but has had zero activity for 184 days — decide whether to revive, descope, or archive the whole project rather than triaging 30 stalled briefs one by one","fifty_eco_system has 33 open briefs but only 7 learnings in 187 days — the project consumes brief-writing effort and returns almost no knowledge, which is the strongest single argument for archiving it outright",SAME
901,1466,project:igris-ai,0.2222,FR-054 was split into FR-061/062/063 127 days ago but the parent brief is still open — close/archive it to stop counting a superseded parent as active work.,"FR-054 is still counted as an open P1 brief despite a status of 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed, not left open for 175 days",SAME
901,1512,project:igris-ai,0.2222,FR-054 was split into FR-061/062/063 127 days ago but the parent brief is still open — close/archive it to stop counting a superseded parent as active work.,"FR-054 still counts as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count",SAME
901,1616,project:igris-ai,0.2222,FR-054 was split into FR-061/062/063 127 days ago but the parent brief is still open — close/archive it to stop counting a superseded parent as active work.,"FR-054 is still listed as open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent should be closed so it stops occupying the open-brief count",SAME
1272,1804,project:fifty_eco_system,0.2222,All 34 fifty_eco_system briefs are 143-163 days untouched with no project activity — archive or park the project rather than letting it generate suggestions forever,Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1275,1521,project:lifeos,0.2222,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 105 days with no project activity recorded,lifeOS has 14 open briefs including a P0 and eight P1s but zero learnings recorded — the project is producing work and no knowledge,DIFFERENT
1275,1608,project:lifeos,0.2222,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 105 days with no project activity recorded,"lifeOS holds a P0-Critical accessibility regression plus 13 other open briefs, has zero learnings, and reports no recorded activity at all",DIFFERENT
1295,1494,project:fifty_eco_system,0.2222,BR-128's status is the unparsed string 'Done(Resolvedbydec8d1f)' — a done brief is leaking into the open-briefs list via a status field that lost its whitespace,BR-128 status is the unparsed string 'Done(Resolvedbydec8d1f)' and it still appears in open_briefs — the status normalizer is not covering this form,SAME
1295,1576,project:fifty_eco_system,0.2222,BR-128's status is the unparsed string 'Done(Resolvedbydec8d1f)' — a done brief is leaking into the open-briefs list via a status field that lost its whitespace,BR-128's status is the malformed literal 'Done(Resolvedbydec8d1f)' — whitespace-stripped text in a status field means status parsing/writing is lossy somewhere,SAME
1296,1670,project:fifty_eco_system,0.2222,fifty_eco_system's entire 34-brief backlog is uniformly 143–163 days stale with zero commits — decide bulk-archive vs. revival rather than triaging 30 stall alerts individually,"fifty_eco_system holds 34 open briefs but has had zero activity for 184 days — decide whether to revive, descope, or archive the whole project rather than triaging 30 stalled briefs one by one",SAME
1309,1590,project:fifty_eco_system,0.2222,BR-128 status is the unparsed string 'Done(Resolvedbydec8d1f)' yet the brief still counts as open — status parsing is dropping whitespace and swallowing the Done state,BR-128 shows status 'Done(Resolvedbydec8d1f)' yet still appears in open_briefs — the status parser is not recognising Done when a resolution suffix is appended,SAME
1316,1406,project:igris-ai,0.2222,"FR-054 carries the non-vocabulary status 'Split (see FR-061, FR-062, FR-063)' and is still counted open — its children aren't in the digest to confirm the split landed","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' yet still counts as an open P1 brief — split parents should close, or the successors are missing",SAME
1323,1473,project:lifeos,0.2222,BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 109 days with no stalled-suggestion coverage,lifeOS has 14 briefs untouched for ~119 days — including a P0-Critical a11y regression (BR-023) — yet no stall suggestion has ever been raised for the project,DIFFERENT
1323,1595,project:lifeos,0.2222,BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 109 days with no stalled-suggestion coverage,lifeOS has 14 open briefs untouched for ~124 days — including a P0-Critical a11y regression (BR-023) — yet zero of them appear in the stalled queue,DIFFERENT
1326,1453,global,0.2222,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,The suggestion queue is ~90% one project's stall/gap alerts — cap per-project suggestions or the reviewable signal is buried,SAME
1326,1548,global,0.2222,62 of 66 open suggestions are single-project fifty_eco_system stalled/gap notices — the queue is drowning higher-value findings and should be collapsed per-project,The suggestion queue is 60 items of which ~57 are mechanical per-brief 'stalled'/'gap' rows from two modules on one project — the stalled and gap modules need per-project aggregation before they drown real signal,SAME
1327,1463,project:fifty_eco_system,0.2222,"fifty_eco_system holds 34 open briefs (4 of them P1-High) frozen at 167/147 days with 0 learnings — it looks abandoned rather than paused, and no brief records that decision","fifty_eco_system holds 34 open briefs but has had zero activity for 172 days — decide whether to archive the project or re-commit to it, rather than triaging 30+ stalled-brief suggestions one by one",SAME
1327,1547,project:fifty_eco_system,0.2222,"fifty_eco_system holds 34 open briefs (4 of them P1-High) frozen at 167/147 days with 0 learnings — it looks abandoned rather than paused, and no brief records that decision","fifty_eco_system has 34 open briefs and 178-day-stale updates with zero repo activity in 174 days — decide whether to archive the project or restart it, rather than triaging briefs one at a time",SAME
1327,1619,project:fifty_eco_system,0.2222,"fifty_eco_system holds 34 open briefs (4 of them P1-High) frozen at 167/147 days with 0 learnings — it looks abandoned rather than paused, and no brief records that decision","fifty_eco_system holds 34 open briefs but has had zero activity for 179 days — decide whether to archive the project or re-scope it, rather than triaging 30 stalled-brief suggestions individually",SAME
1327,1678,project:fifty_eco_system,0.2222,"fifty_eco_system holds 34 open briefs (4 of them P1-High) frozen at 167/147 days with 0 learnings — it looks abandoned rather than paused, and no brief records that decision","fifty_eco_system holds 34 open briefs but has had zero activity for 184 days — decide whether to archive the project or re-commit to it, rather than triaging 30 stalled-brief suggestions one by one",SAME
1332,1538,project:lifeos,0.2222,"BR-023 is the only P0-Critical brief in the brain, In Progress and untouched for 109 days, yet no stalled suggestion has ever been raised for it",lifeOS BR-023 is P0-Critical and has sat In Progress for 119 days with 13 other open briefs behind it and zero captured learnings,SAME
1334,1364,project:igris-ai,0.2222,"FR-054 sits open with status 'Split (see FR-061, FR-062, FR-063)' — a resolved parent still counted as an open P1 brief because 'Split' is not a terminal status in the vocabulary",FR-054 still counts as open at P1-High while its status says it was split into FR-061/062/063 — the parent should be closed or the children linked,SAME
1334,1484,project:igris-ai,0.2222,"FR-054 sits open with status 'Split (see FR-061, FR-062, FR-063)' — a resolved parent still counted as an open P1 brief because 'Split' is not a terminal status in the vocabulary","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' but is still open and P1 after 176 days — a split parent should be closed once its children exist",SAME
1343,1674,project:lifeos,0.2222,"lifeOS has a P0-Critical a11y regression (BR-023) stalled 110 days behind 13 other briefs, 7 of which are also P1-High — the priority field has stopped discriminating",lifeOS has 14 briefs including a P0-Critical accessibility regression (BR-023) untouched for 129 days and no recorded project activity,DIFFERENT
1343,1826,project:lifeos,0.2222,"lifeOS has a P0-Critical a11y regression (BR-023) stalled 110 days behind 13 other briefs, 7 of which are also P1-High — the priority field has stopped discriminating","lifeOS BR-023 (P0-Critical a11y regression) is the root cause of at least three other open lifeOS briefs (BR-030, BR-031, BR-035) — they are one accessibility-tree defect filed as four, and fixing BR-023 likely closes the rest",DIFFERENT
1345,1609,project:igris-ai,0.2222,"FR-054 is still open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent left open counts against the backlog and none of the three children appear in the digest","FR-054 has status 'Split (see FR-061, FR-062, FR-063)' but still counts as an open P1 brief 181 days on — split parents should close, not linger",SAME
1345,1673,project:igris-ai,0.2222,"FR-054 is still open with status 'Split (see FR-061, FR-062, FR-063)' — a split parent left open counts against the backlog and none of the three children appear in the digest","FR-054 has sat open in status 'Split (see FR-061, FR-062, FR-063)' for 187 days — a split parent should be closed once its children exist",SAME
1356,1441,project:fifty_eco_system,0.2222,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,fifty_eco_system has 34 open briefs but zero activity for 172 days — decide whether to archive the project or schedule a dedicated cleanup sprint,SAME
1356,1481,project:fifty_eco_system,0.2222,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,fifty_eco_system has 34 open briefs but zero activity for 173 days — decide whether to archive the project or schedule a dedicated triage session,SAME
1356,1491,project:fifty_eco_system,0.2222,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,fifty_eco_system has 34 open briefs but zero activity for 173 days — decide whether to archive the project or schedule a real burn-down,SAME
1356,1662,project:fifty_eco_system,0.2222,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,fifty_eco_system has 34 open briefs but zero activity for 180 days — decide whether to archive the project or schedule a dedicated cleanup pass,SAME
1356,1686,project:fifty_eco_system,0.2222,fifty_eco_system holds 34 open briefs and 0 learnings with no recorded activity — decide archive-vs-revive as one call instead of 34,fifty_eco_system has 34 open briefs but zero activity for 185 days — decide whether to archive the project or schedule a deliberate revival sprint,SAME
1359,1569,project:lifeos,0.2222,All 14 lifeOS briefs were filed in one 112-day-old sweep and none has moved — an audit was run and its output never entered the work loop,"lifeOS has 14 open briefs — including a P0-Critical a11y regression (BR-023) — but zero learnings and no recorded activity, suggesting the project was filed and never worked",DIFFERENT
1384,1499,global,0.2222,66 of 69 queued suggestions are single-project fifty_eco_system stall/gap alerts — the review queue is saturated by one dormant project and will bury anything new,The suggestion queue is 69 items of which ~60 are single-project 'stalled'/'gap' rows — the stalled and gap modules need per-project aggregation or a dormancy suppression before they drown out anything else,SAME
1384,1507,global,0.2222,66 of 69 queued suggestions are single-project fifty_eco_system stall/gap alerts — the review queue is saturated by one dormant project and will bury anything new,The suggestion queue is 69 items of which ~60 are mechanical stalled/gap alerts against one dormant project — raise the stalled-module threshold or scope it to active projects before it drowns real signal,SAME
1384,1536,global,0.2222,66 of 69 queued suggestions are single-project fifty_eco_system stall/gap alerts — the review queue is saturated by one dormant project and will bury anything new,"The stalled+gap modules have flooded the review queue with 69 open suggestions, 96% of them for one dormant project — add per-project caps or roll-ups before the queue becomes unreadable",SAME
1393,1804,project:fifty_eco_system,0.2222,"fifty_eco_system has 34 open briefs (7 at P1-High) with 170 days of no activity — decide whether to archive the project or re-commit to it, rather than re-triaging briefs one by one",Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1396,1681,project:lifeos,0.2222,"lifeOS BR-023 is P0-Critical and In Progress with 115 days of no update, and no stalled suggestion has ever been raised for it","lifeOS has 14 open briefs including a P0-Critical a11y regression untouched for 129 days, zero captured learnings, and no recorded activity — it is running dark",DIFFERENT
1404,1433,project:lifeos,0.2222,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 116 days with no learnings ever captured for the project,"lifeOS has 14 open briefs including a P0-Critical a11y regression (BR-023) idle 116 days, yet zero learnings and no recorded activity",DIFFERENT
1410,1698,global,0.2222,Four active projects hold 21 open briefs between them but have never recorded a single learning — work is going in without knowledge coming out,"Four projects with open briefs (lifeOS 14, attendance_app 4, hadir-system 1, moca-hr-agent 1) have zero learnings and null activity — work is being briefed but never executed or never harvested",SAME
1415,1525,global,0.2222,69 open suggestions are all from two mechanical modules (stalled/gap) and 62 concern one dormant project — the review queue is drowning its own signal,The stalled/gap modules have queued 69 near-identical suggestions (30 stalled + 27 gap on fifty_eco_system alone) — add per-project caps or roll-ups before the review queue becomes unreadable,SAME
1415,1663,global,0.2222,69 open suggestions are all from two mechanical modules (stalled/gap) and 62 concern one dormant project — the review queue is drowning its own signal,The stalled+gap modules emitted ~60 near-identical suggestions all for fifty_eco_system — add per-project rollup or a dormancy suppression rule so real signal isn't buried,SAME
1419,1444,project:igris-ai,0.2222,"FR-054 still sits open with status 'Split (see FR-061, FR-062, FR-063)' after 174 days — a split parent should be closed, not left counting as open work","FR-054 sits in the non-canonical status 'Split (see FR-061, FR-062, FR-063)' and still counts as an open P1 — close it now that a status-vocabulary gate exists",SAME
1436,1457,project:fifty_eco_system,0.2222,BR-128 status is the unparsed string 'Done(Resolvedbydec8d1f)' yet it is still listed as an open brief — whitespace-stripped status is defeating the done-filter,BR-128 is listed among open briefs while its status reads 'Done (Resolved by dec8d1f)' — the status string was never normalised to a closed state,SAME
1441,1804,project:fifty_eco_system,0.2222,fifty_eco_system has 34 open briefs but zero activity for 172 days — decide whether to archive the project or schedule a dedicated cleanup sprint,Five fifty_eco_system briefs sit in 'In Progress' with 190 days of zero project activity — 'In Progress' no longer means anyone is working on them,DIFFERENT
1443,1613,project:fifty_eco_system,0.2222,"27 fifty_eco_system briefs are marked Done with unchecked acceptance criteria — this is a closing-discipline failure, not 27 separate defects, and igris-ai already shipped a gate for it","27 briefs are Done with unchecked acceptance criteria while learning 1368 reports the AC-parser fails open on heading variants — the backlog may be a parser artifact, not 27 real gaps",SAME
1443,1652,project:fifty_eco_system,0.2222,"27 fifty_eco_system briefs are marked Done with unchecked acceptance criteria — this is a closing-discipline failure, not 27 separate defects, and igris-ai already shipped a gate for it","27 queued 'Done but unchecked acceptance criteria' suggestions are one process gap, not 27 findings — the AC gate (commit 03adca2) landed after these briefs closed",SAME
1444,1500,project:igris-ai,0.2222,"FR-054 sits in the non-canonical status 'Split (see FR-061, FR-062, FR-063)' and still counts as an open P1 — close it now that a status-vocabulary gate exists","FR-054 still sits open with status 'Split (see FR-061, FR-062, FR-063)' after 176 days — a split parent should be closed, not left counting as open P1 work",SAME
1445,1483,project:fifty_eco_system,0.2222,BR-128 is recorded as 'Done(Resolvedbydec8d1f)' yet still appears in the open-briefs list — a resolved brief leaking into open counts,"BR-128 is marked Done (resolved by dec8d1f) yet still appears in open_briefs — the closure did not propagate, which is exactly the failure learning 1316 describes",SAME
1454,1657,project:lifeos,0.2222,BR-023 is a P0-Critical accessibility regression sitting In Progress for 117 days with no learnings ever recorded for lifeOS,"BR-023 is lifeOS's only P0-Critical brief, In Progress and untouched for 125 days, and sits under 13 sibling briefs — the a11y role regression likely explains several of them",SAME
1455,1465,project:lifeos,0.2222,13 lifeOS briefs (BR-024…BR-036) were all filed the same day 118 days ago and none has moved — likely a one-off audit dump that was never scheduled into work,All 14 lifeOS briefs date to a single 117–118 day old QA sweep and the project reports no activity since — the sweep produced briefs but never produced work,SAME
1460,1606,project:fifty_eco_system,0.2222,"27 briefs marked Done with unchecked acceptance criteria is a process failure, not 27 findings — the Done transition is not gated on criteria",27 briefs closed as Done with unticked acceptance criteria predate the new closing-commit gate — confirm the gate is active for this project or backfill the criteria,SAME
1467,1541,project:fifty_eco_system,0.2222,BR-128 is marked 'Done (Resolved by dec8d1f)' yet still appears in the open-brief set — a status-parsing or close-sweep gap that inflates every open-brief count,BR-128 shows status 'Done(Resolvedbydec8d1f)' in the open-brief list — a resolved brief whose malformed status keeps it counted as open,SAME
1473,1687,project:lifeos,0.2222,lifeOS has 14 briefs untouched for ~119 days — including a P0-Critical a11y regression (BR-023) — yet no stall suggestion has ever been raised for the project,lifeOS BR-023 is the only P0-Critical brief in the brain and has sat In Progress for 130 days with no activity record,DIFFERENT
